origin,destination,travelTime,entryTime,exitTime,travelDistance
12,7,53.56500000000233,26861.244,26914.809,NaN
12,8,52.13100000000122,26863.012,26915.143,NaN
1,11,62.5679999999993,26865.932,26928.5,NaN
12,7,45.95899999999892,26866.613,26912.572,NaN
2,10,72.19599999999991,26867.428,26939.624,NaN
12,10,48.120999999999185,26868.248,26916.369,NaN
12,8,49.79999999999927,26870.784,26920.584,NaN
12,8,55.53600000000006,26872.085,26927.621,NaN
14,4,72.14400000000023,26874.282,26946.426,NaN
12,6,52.08399999999892,26878.128,26930.212,NaN
6,10,95.50200000000041,26878.391,26973.893,NaN
3,10,46.705000000001746,26880.476,26927.181,NaN
8,3,34.36999999999898,26880.907,26915.277,NaN
3,6,44.9330000000009,26881.675,26926.608,NaN
12,8,48.89899999999761,26881.861,26930.76,NaN
12,10,43.8169999999991,26883.964,26927.781,NaN
12,8,51.46800000000076,26886.3,26937.768,NaN
3,12,86.34400000000096,26888.647,26974.991,NaN
13,8,60.42000000000189,26889.928,26950.348,NaN
1,13,67.88000000000102,26891.592,26959.472,NaN
12,8,54.70400000000154,26895.208,26949.912,NaN
13,7,52.78099999999904,26897.668,26950.449,NaN
14,6,50.28600000000006,26898.878,26949.164,NaN
6,13,67.3630000000012,26900.949,26968.312,NaN
3,12,80.6339999999982,26901.364,26981.998,NaN
12,6,50.11899999999878,26901.481,26951.6,NaN
12,10,37.20900000000256,26902.082,26939.291,NaN
1,6,23.24499999999898,26902.431,26925.676,NaN
3,6,21.343000000000757,26902.963,26924.306,NaN
12,10,37.780000000002474,26904.049,26941.829,NaN
12,8,51.164999999997235,26904.452,26955.617,NaN
12,6,52.788000000000466,26904.588,26957.376,NaN
12,7,50.56399999999849,26906.288,26956.852,NaN
12,6,69.53800000000047,26907.553,26977.091,NaN
1,9,46.625,26907.826,26954.451,NaN
3,6,34.55199999999968,26908.072,26942.624,NaN
12,8,57.141999999999825,26908.454,26965.596,NaN
12,3,71.48600000000079,26910.928,26982.414,NaN
12,7,58.20499999999811,26911.025,26969.23,NaN
12,7,55.20099999999729,26911.328,26966.529,NaN
12,8,61.8070000000007,26911.896,26973.703,NaN
12,8,63.65099999999802,26912.257,26975.908,NaN
3,13,97.64900000000125,26913.107,27010.756,NaN
12,10,47.38600000000224,26913.694,26961.08,NaN
12,6,68.47399999999834,26914.394,26982.868,NaN
3,10,54.177999999999884,26914.442,26968.62,NaN
6,7,41.52499999999782,26914.828,26956.353,NaN
14,6,66.67000000000189,26916.962,26983.632,NaN
3,6,32.05400000000009,26917.946,26950.0,NaN
12,8,57.904999999998836,26918.265,26976.17,NaN
14,5,71.91600000000108,26920.735,26992.651,NaN
14,6,63.970000000001164,26921.566,26985.536,NaN
13,6,64.10299999999916,26923.7,26987.803,NaN
12,7,47.7970000000023,26925.673,26973.47,NaN
13,8,59.11300000000119,26925.868,26984.981,NaN
12,8,54.60699999999997,26926.473,26981.08,NaN
12,7,53.69800000000032,26926.912,26980.61,NaN
12,10,40.04599999999846,26928.61,26968.656,NaN
14,5,66.67599999999948,26929.411,26996.087,NaN
12,7,51.06300000000192,26929.712,26980.775,NaN
3,10,46.86899999999878,26929.859,26976.728,NaN
12,10,43.28100000000268,26930.278,26973.559,NaN
12,6,55.056000000000495,26930.948,26986.004,NaN
12,8,57.43999999999869,26931.946,26989.386,NaN
12,8,55.800999999999476,26932.549,26988.35,NaN
12,6,61.69499999999971,26933.185,26994.88,NaN
12,6,63.794999999998254,26934.752,26998.547,NaN
12,6,69.26699999999983,26934.917,27004.184,NaN
12,6,60.461999999999534,26936.018,26996.48,NaN
3,9,61.82900000000154,26936.566,26998.395,NaN
12,6,60.294999999998254,26937.721,26998.016,NaN
12,10,46.98400000000038,26938.088,26985.072,NaN
12,6,62.465000000000146,26939.254,27001.719,NaN
12,6,69.37099999999919,26941.861,27011.232,NaN
3,12,85.77800000000207,26943.407,27029.185,NaN
12,1,75.32099999999991,26945.726,27021.047,NaN
12,8,58.102999999999156,26946.764,27004.867,NaN
12,5,66.94700000000012,26946.929,27013.876,NaN
1,10,45.733000000000175,26947.316,26993.049,NaN
12,5,69.85000000000218,26948.23,27018.08,NaN
4,10,50.72599999999875,26948.394,26999.12,NaN
12,6,75.74500000000262,26949.066,27024.811,NaN
1,10,44.96099999999933,26949.32,26994.281,NaN
1,10,51.29999999999927,26951.088,27002.388,NaN
12,8,63.711999999999534,26951.168,27014.88,NaN
12,1,67.82200000000012,26951.834,27019.656,NaN
12,5,75.28800000000047,26953.136,27028.424,NaN
12,1,83.10599999999977,26953.673,27036.779,NaN
12,1,81.42499999999927,26953.77,27035.195,NaN
1,8,76.70400000000154,26953.96,27030.664,NaN
12,1,77.35499999999956,26955.002,27032.357,NaN
13,6,81.82400000000052,26956.067,27037.891,NaN
12,10,56.02499999999782,26956.808,27012.833,NaN
-1,1,61.83799999999974,26960.107,27021.945,NaN
3,-1,82.33300000000236,26960.19,27042.523,NaN
12,2,81.39900000000125,26962.478,27043.877,NaN
12,10,119.09499999999753,26964.614,27083.709,NaN
3,10,60.91600000000108,26968.3,27029.216,NaN
3,12,89.4439999999995,26971.335,27060.779,NaN
12,6,62.529999999998836,26971.525,27034.055,NaN
12,5,56.40200000000186,26974.458,27030.86,NaN
12,8,51.99699999999939,26976.061,27028.058,NaN
1,8,44.40100000000166,26977.384,27021.785,NaN
12,8,47.86599999999817,26982.098,27029.964,NaN
12,8,45.65899999999965,26982.601,27028.26,NaN
12,8,49.494000000002416,26982.601,27032.095,NaN
3,14,72.32400000000052,26984.183,27056.507,NaN
12,8,47.330000000001746,26984.402,27031.732,NaN
12,8,51.20100000000093,26984.835,27036.036,NaN
12,8,54.13300000000163,26984.869,27039.002,NaN
3,-1,66.31999999999971,26985.083,27051.403,NaN
12,10,45.08300000000236,26986.638,27031.721,NaN
12,6,52.255999999997584,26987.204,27039.46,NaN
6,9,38.56299999999828,26991.704,27030.267,NaN
6,14,63.56299999999828,26992.544,27056.107,NaN
3,8,45.74199999999837,26993.395,27039.137,NaN
12,8,45.85900000000038,26995.349,27041.208,NaN
13,8,45.13299999999799,26999.879,27045.012,NaN
6,9,46.42699999999968,27001.12,27047.547,NaN
3,14,64.6840000000011,27001.635,27066.319,NaN
12,8,41.025000000001455,27002.019,27043.044,NaN
6,12,57.59200000000055,27002.12,27059.712,NaN
13,10,53.49700000000303,27002.315,27055.812,NaN
6,14,61.69499999999971,27002.32,27064.015,NaN
6,14,59.32300000000032,27002.688,27062.011,NaN
6,14,64.23099999999977,27002.72,27066.951,NaN
12,7,52.93000000000029,27002.857,27055.787,NaN
12,8,41.28600000000006,27003.788,27045.074,NaN
12,7,40.455000000001746,27004.355,27044.81,NaN
1,8,38.79999999999927,27006.212,27045.012,NaN
6,12,65.53299999999945,27007.428,27072.961,NaN
3,6,42.625,27007.506,27050.131,NaN
6,12,62.66399999999703,27008.56,27071.224,NaN
6,-1,66.1349999999984,27008.892,27075.027,NaN
6,14,48.97899999999936,27009.896,27058.875,NaN
5,10,32.8279999999977,27010.204,27043.032,NaN
1,8,40.90400000000227,27010.816,27051.72,NaN
6,12,67.77300000000105,27010.859,27078.632,NaN
10,7,27.44000000000233,27011.064,27038.504,NaN
6,8,30.443999999999505,27011.364,27041.808,NaN
5,-1,60.015000000003056,27012.172,27072.187,NaN
6,12,70.10800000000017,27012.364,27082.472,NaN
6,9,50.96600000000035,27013.4,27064.366,NaN
6,12,63.46800000000076,27013.832,27077.3,NaN
6,14,61.62800000000061,27014.031,27075.659,NaN
12,8,48.5,27015.032,27063.532,NaN
6,3,40.8279999999977,27015.431,27056.259,NaN
6,14,52.21900000000096,27015.7,27067.919,NaN
6,14,63.431000000000495,27016.2,27079.631,NaN
12,8,58.072000000000116,27016.268,27074.34,NaN
14,8,49.202000000001135,27016.93,27066.132,NaN
5,10,43.637000000002445,27017.012,27060.649,NaN
6,14,60.60000000000218,27017.263,27077.863,NaN
6,14,64.06000000000131,27017.567,27081.627,NaN
6,8,31.549000000002707,27017.867,27049.416,NaN
6,-1,61.09599999999773,27018.003,27079.099,NaN
5,13,68.99200000000201,27018.512,27087.504,NaN
6,12,65.53700000000026,27019.536,27085.073,NaN
6,2,32.35100000000239,27019.672,27052.023,NaN
13,8,56.23800000000119,27019.868,27076.106,NaN
6,14,63.362999999997555,27020.74,27084.103,NaN
5,-1,56.37999999999738,27021.115,27077.495,NaN
6,8,30.10699999999997,27022.076,27052.183,NaN
6,8,30.044000000001688,27023.176,27053.22,NaN
6,14,56.68799999999828,27023.543,27080.231,NaN
12,8,50.83099999999831,27023.845,27074.676,NaN
6,8,32.64800000000105,27024.176,27056.824,NaN
5,10,72.63400000000183,27024.32,27096.954,NaN
6,14,60.38800000000265,27024.743,27085.131,NaN
6,14,63.09200000000055,27024.911,27088.003,NaN
12,8,52.33100000000195,27024.944,27077.275,NaN
6,-1,58.82300000000032,27025.112,27083.935,NaN
5,8,25.83299999999872,27025.219,27051.052,NaN
6,14,62.559000000001106,27025.412,27087.971,NaN
12,8,61.974999999998545,27025.879,27087.854,NaN
6,8,31.57999999999811,27026.075,27057.655,NaN
6,14,59.586999999999534,27026.312,27085.899,NaN
6,14,61.89099999999962,27026.348,27088.239,NaN
6,14,63.22699999999895,27026.448,27089.675,NaN
1,8,35.426000000003114,27027.136,27062.562,NaN
6,14,64.0,27027.143,27091.143,NaN
6,13,69.49599999999919,27027.212,27096.708,NaN
6,14,64.83099999999831,27027.88,27092.711,NaN
6,-1,64.33099999999831,27028.648,27092.979,NaN
3,8,46.206999999998516,27028.699,27074.906,NaN
6,8,34.41100000000006,27028.716,27063.127,NaN
6,8,37.518999999996595,27028.812,27066.331,NaN
6,-1,61.22299999999814,27028.916,27090.139,NaN
1,14,64.54300000000148,27029.304,27093.847,NaN
6,12,67.33799999999974,27029.683,27097.021,NaN
12,8,55.0679999999993,27029.683,27084.751,NaN
6,8,35.684000000001106,27029.716,27065.4,NaN
6,-1,61.83100000000195,27030.512,27092.343,NaN
5,12,63.35699999999997,27031.391,27094.748,NaN
6,8,32.28099999999904,27031.415,27063.696,NaN
12,7,61.77700000000186,27031.551,27093.328,NaN
6,14,65.5679999999993,27031.783,27097.351,NaN
5,8,33.70400000000154,27032.428,27066.132,NaN
6,13,67.16400000000067,27032.852,27100.016,NaN
5,12,69.99599999999919,27033.728,27103.724,NaN
5,12,71.46399999999994,27034.364,27105.828,NaN
6,-1,66.36799999999857,27034.751,27101.119,NaN
5,8,27.264999999999418,27035.663,27062.928,NaN
6,12,71.34500000000116,27036.119,27107.464,NaN
6,-1,66.76800000000003,27036.587,27103.355,NaN
6,14,67.23600000000079,27036.751,27103.987,NaN
1,10,53.31900000000314,27036.761,27090.08,NaN
5,8,34.205000000001746,27036.799,27071.004,NaN
5,-1,63.751000000000204,27037.0,27100.751,NaN
12,8,58.568999999999505,27037.093,27095.662,NaN
5,14,67.12299999999959,27037.732,27104.855,NaN
6,-1,67.06399999999849,27038.059,27105.123,NaN
6,7,109.99399999999878,27038.059,27148.053,NaN
5,13,65.78900000000067,27038.267,27104.056,NaN
13,8,49.93500000000131,27038.519,27088.454,NaN
6,14,69.79999999999927,27038.591,27108.391,NaN
6,14,68.86800000000221,27038.759,27107.627,NaN
12,7,59.90599999999904,27039.092,27098.998,NaN
6,13,63.6919999999991,27039.66,27103.352,NaN
6,9,53.97100000000137,27039.66,27093.631,NaN
6,14,70.60299999999916,27039.66,27110.263,NaN
5,8,96.73500000000058,27039.868,27136.603,NaN
6,14,69.90299999999843,27039.892,27109.795,NaN
6,8,37.21700000000055,27040.027,27077.244,NaN
6,14,63.12700000000041,27040.128,27103.255,NaN
6,8,34.97999999999956,27040.128,27075.108,NaN
6,14,70.87099999999919,27040.192,27111.063,NaN
6,14,72.50300000000061,27040.46,27112.963,NaN
6,13,61.190999999998894,27040.628,27101.819,NaN
6,10,48.322000000000116,27041.227,27089.549,NaN
12,8,38.318999999999505,27041.329,27079.648,NaN
6,13,77.9439999999995,27041.628,27119.572,NaN
6,-1,75.53899999999703,27041.864,27117.403,NaN
5,1,24.570999999999913,27042.004,27066.575,NaN
5,1,23.50800000000163,27042.335,27065.843,NaN
3,8,46.64500000000044,27042.611,27089.256,NaN
14,8,52.86700000000201,27042.727,27095.594,NaN
6,13,76.34000000000015,27042.728,27119.068,NaN
6,-1,76.14300000000003,27043.264,27119.407,NaN
6,14,75.54400000000169,27043.795,27119.339,NaN
12,7,48.15899999999965,27044.731,27092.89,NaN
13,8,54.44400000000314,27045.456,27099.9,NaN
6,13,81.61200000000099,27045.599,27127.211,NaN
6,14,76.71200000000317,27045.831,27122.543,NaN
6,8,51.534999999999854,27046.327,27097.862,NaN
3,13,89.46899999999732,27046.651,27136.12,NaN
6,14,76.13999999999942,27046.835,27122.975,NaN
1,10,48.56800000000294,27046.884,27095.452,NaN
6,-1,74.66799999999785,27046.967,27121.635,NaN
6,-1,60.99200000000201,27047.067,27108.059,NaN
6,14,78.64400000000023,27047.735,27126.379,NaN
1,6,27.70799999999872,27047.787,27075.495,NaN
6,14,80.14800000000105,27048.067,27128.215,NaN
3,8,44.87299999999959,27048.585,27093.458,NaN
6,9,57.7400000000016,27048.599,27106.339,NaN
1,8,33.940999999998894,27049.274,27083.215,NaN
6,14,78.31600000000253,27049.531,27127.847,NaN
6,14,81.32000000000335,27049.831,27131.151,NaN
1,10,47.76199999999881,27050.059,27097.821,NaN
6,-1,80.00700000000143,27050.304,27130.311,NaN
6,13,80.5119999999988,27050.304,27130.816,NaN
5,14,69.29499999999825,27050.344,27119.639,NaN
6,13,82.71299999999974,27050.571,27133.284,NaN
6,14,84.91500000000087,27050.672,27135.587,NaN
6,13,79.37700000000041,27050.939,27130.316,NaN
5,-1,66.59100000000035,27051.112,27117.703,NaN
6,13,62.42499999999927,27051.139,27113.564,NaN
6,-1,82.71199999999953,27052.307,27135.019,NaN
6,14,84.18799999999828,27052.735,27136.923,NaN
6,8,43.327000000001135,27053.335,27096.662,NaN
6,-1,82.95200000000114,27053.771,27136.723,NaN
6,13,90.6239999999998,27054.04,27144.664,NaN
5,8,32.97100000000137,27054.083,27087.054,NaN
6,13,97.26000000000204,27054.475,27151.735,NaN
12,8,52.599999999998545,27054.541,27107.141,NaN
6,13,89.5570000000007,27054.607,27144.164,NaN
6,14,87.78800000000047,27054.643,27142.431,NaN
12,6,53.52399999999761,27055.775,27109.299,NaN
6,13,78.40799999999945,27055.811,27134.219,NaN
12,8,54.33499999999913,27056.007,27110.342,NaN
6,12,89.82600000000093,27056.143,27145.969,NaN
6,-1,76.74400000000242,27056.711,27133.455,NaN
6,8,42.42399999999907,27056.844,27099.268,NaN
5,8,33.04000000000087,27056.852,27089.892,NaN
6,13,82.88100000000122,27056.875,27139.756,NaN
6,8,44.190999999998894,27056.943,27101.134,NaN
6,14,76.9439999999995,27057.211,27134.155,NaN
12,8,57.00699999999779,27057.575,27114.582,NaN
6,14,74.50800000000163,27058.279,27132.787,NaN
5,8,31.17199999999866,27058.52,27089.692,NaN
6,8,40.15200000000186,27058.747,27098.899,NaN
12,8,60.20900000000256,27058.779,27118.988,NaN
6,7,51.66700000000128,27059.011,27110.678,NaN
6,14,67.09999999999854,27059.147,27126.247,NaN
12,8,53.26599999999962,27059.212,27112.478,NaN
6,13,92.58799999999974,27059.312,27151.9,NaN
6,-1,73.0669999999991,27059.38,27132.447,NaN
5,8,30.368000000002212,27059.956,27090.324,NaN
6,8,43.159999999999854,27060.311,27103.471,NaN
12,8,51.49600000000282,27060.315,27111.811,NaN
6,10,57.52900000000227,27060.547,27118.076,NaN
6,7,43.49399999999878,27061.147,27104.641,NaN
6,14,64.63200000000143,27061.679,27126.311,NaN
6,-1,68.20400000000154,27061.979,27130.183,NaN
5,14,73.7960000000021,27062.123,27135.919,NaN
6,12,89.32600000000093,27062.251,27151.577,NaN
3,6,29.312000000001717,27062.535,27091.847,NaN
6,12,86.65400000000227,27063.319,27149.973,NaN
12,6,64.23099999999977,27063.783,27128.014,NaN
6,12,86.38999999999942,27065.219,27151.609,NaN
6,13,98.06499999999869,27065.319,27163.384,NaN
6,7,129.65000000000146,27065.819,27195.469,NaN
12,7,65.40899999999965,27067.057,27132.466,NaN
1,12,78.22599999999875,27067.843,27146.069,NaN
6,8,60.50399999999718,27068.491,27128.995,NaN
12,5,66.4429999999993,27068.556,27134.999,NaN
6,13,90.31999999999971,27068.655,27158.975,NaN
6,11,80.83799999999974,27070.391,27151.229,NaN
6,8,43.0570000000007,27072.227,27115.284,NaN
13,8,60.909999999999854,27073.924,27134.834,NaN
14,6,56.69599999999991,27074.291,27130.987,NaN
6,1,25.48400000000038,27077.431,27102.915,NaN
3,8,66.86299999999756,27078.451,27145.314,NaN
6,1,22.34400000000096,27078.563,27100.907,NaN
12,8,51.13199999999779,27078.9,27130.032,NaN
13,8,54.8070000000007,27081.196,27136.003,NaN
14,7,53.034999999999854,27084.435,27137.47,NaN
14,9,60.57999999999811,27087.307,27147.887,NaN
12,8,49.32600000000093,27087.745,27137.071,NaN
14,7,55.84300000000076,27088.635,27144.478,NaN
12,6,56.022000000000844,27089.944,27145.966,NaN
1,6,21.33599999999933,27090.767,27112.103,NaN
6,8,44.52499999999782,27090.847,27135.372,NaN
3,6,32.68600000000151,27090.893,27123.579,NaN
12,8,45.72599999999875,27090.912,27136.638,NaN
6,3,21.576999999997497,27093.043,27114.62,NaN
12,8,52.09900000000198,27093.48,27145.579,NaN
12,1,63.52600000000166,27093.581,27157.107,NaN
12,5,47.922999999998865,27093.916,27141.839,NaN
6,3,19.57600000000093,27094.111,27113.687,NaN
3,8,41.60699999999997,27095.901,27137.508,NaN
3,8,46.67699999999968,27096.065,27142.742,NaN
3,6,32.48500000000058,27096.301,27128.786,NaN
1,6,30.47599999999875,27097.075,27127.551,NaN
3,8,48.413000000000466,27097.969,27146.382,NaN
6,7,49.93800000000192,27099.283,27149.221,NaN
6,1,22.847999999998137,27099.487,27122.335,NaN
6,1,25.583999999998923,27099.687,27125.271,NaN
6,1,23.384000000001834,27101.155,27124.539,NaN
-1,8,43.79100000000108,27101.155,27144.946,NaN
6,1,25.01599999999962,27101.323,27126.339,NaN
6,1,26.618999999998778,27101.856,27128.475,NaN
12,5,59.66500000000087,27102.992,27162.657,NaN
12,8,51.5,27106.228,27157.728,NaN
1,8,38.99200000000201,27111.459,27150.451,NaN
13,9,44.09900000000198,27111.728,27155.827,NaN
14,6,71.979000000003,27113.099,27185.078,NaN
13,7,47.465000000000146,27115.0,27162.465,NaN
9,6,39.22299999999814,27115.787,27155.01,NaN
14,5,64.4419999999991,27116.235,27180.677,NaN
14,7,49.27399999999761,27117.396,27166.67,NaN
13,6,59.633999999998196,27117.664,27177.298,NaN
14,6,61.46600000000035,27118.239,27179.705,NaN
13,6,65.40499999999884,27118.535,27183.94,NaN
12,7,45.65699999999924,27118.609,27164.266,NaN
1,10,46.542999999997846,27118.682,27165.225,NaN
1,10,48.215000000000146,27120.282,27168.497,NaN
14,6,62.90200000000186,27120.939,27183.841,NaN
13,7,59.052999999999884,27121.968,27181.021,NaN
13,10,48.824000000000524,27122.308,27171.132,NaN
12,8,44.758999999998196,27122.413,27167.172,NaN
12,6,56.292999999997846,27123.312,27179.605,NaN
1,10,47.16200000000026,27123.503,27170.665,NaN
14,3,73.70000000000073,27123.643,27197.343,NaN
12,6,66.53800000000047,27123.644,27190.182,NaN
1,10,54.202000000001135,27124.439,27178.641,NaN
13,8,58.98099999999977,27125.375,27184.356,NaN
12,8,58.27600000000166,27125.48,27183.756,NaN
12,6,49.14800000000105,27125.618,27174.766,NaN
-1,3,49.67499999999927,27125.811,27175.486,NaN
12,6,66.72999999999956,27126.416,27193.146,NaN
13,8,51.711999999999534,27129.408,27181.12,NaN
12,8,52.5,27130.352,27182.852,NaN
13,7,59.67900000000009,27132.083,27191.762,NaN
6,12,48.414999999997235,27132.49,27180.905,NaN
6,12,49.11700000000201,27135.259,27184.376,NaN
13,8,60.177999999999884,27136.52,27196.698,NaN
12,7,53.60399999999936,27137.461,27191.065,NaN
12,7,57.57300000000032,27137.993,27195.566,NaN
6,13,70.53800000000047,27138.058,27208.596,NaN
13,7,58.57900000000154,27139.155,27197.734,NaN
12,8,55.90699999999924,27140.329,27196.236,NaN
6,10,45.21900000000096,27140.626,27185.845,NaN
12,10,39.54500000000189,27144.101,27183.646,NaN
8,12,40.03099999999904,27144.679,27184.71,NaN
14,6,62.13100000000122,27145.267,27207.398,NaN
12,8,54.23400000000038,27145.469,27199.703,NaN
8,12,54.409999999999854,27145.747,27200.157,NaN
8,12,36.689000000002125,27145.884,27182.573,NaN
8,12,43.59799999999814,27145.915,27189.513,NaN
12,7,49.56299999999828,27146.437,27196.0,NaN
12,6,64.83099999999831,27148.005,27212.836,NaN
8,14,46.663000000000466,27148.72,27195.383,NaN
8,12,58.01599999999962,27149.484,27207.5,NaN
1,12,73.21800000000076,27150.231,27223.449,NaN
3,10,46.733000000000175,27150.424,27197.157,NaN
12,6,56.12300000000323,27152.009,27208.132,NaN
3,12,67.48599999999715,27152.828,27220.314,NaN
12,5,49.86200000000099,27153.978,27203.84,NaN
14,7,59.276999999998225,27154.375,27213.652,NaN
13,5,70.22200000000157,27155.107,27225.329,NaN
8,14,58.21099999999933,27155.56,27213.771,NaN
8,12,50.637000000002445,27155.76,27206.397,NaN
8,12,46.869000000002416,27156.192,27203.061,NaN
8,14,43.831999999998516,27156.991,27200.823,NaN
12,9,43.79399999999805,27157.113,27200.907,NaN
3,12,67.34899999999834,27157.803,27225.152,NaN
8,12,50.211999999999534,27159.626,27209.838,NaN
8,12,49.10499999999956,27159.929,27209.034,NaN
8,12,47.138999999999214,27160.395,27207.534,NaN
8,12,46.97099999999773,27160.595,27207.566,NaN
8,9,35.27599999999802,27161.863,27197.139,NaN
8,12,46.30199999999968,27162.6,27208.902,NaN
8,12,42.79899999999907,27163.699,27206.498,NaN
8,12,43.70400000000154,27165.566,27209.27,NaN
8,12,44.0,27165.936,27209.936,NaN
8,14,51.8070000000007,27166.468,27218.275,NaN
8,13,55.8080000000009,27166.836,27222.644,NaN
8,12,44.70100000000093,27168.271,27212.972,NaN
8,13,58.13999999999942,27168.34,27226.48,NaN
8,12,49.903000000002066,27168.603,27218.506,NaN
8,14,50.57300000000032,27168.771,27219.344,NaN
8,12,42.029999999998836,27169.008,27211.038,NaN
8,12,43.92900000000009,27169.308,27213.237,NaN
12,8,52.397000000000844,27169.461,27221.858,NaN
8,12,45.13400000000183,27169.639,27214.773,NaN
8,13,58.04400000000169,27170.64,27228.684,NaN
8,14,54.04100000000108,27170.839,27224.88,NaN
12,7,48.594999999997526,27171.098,27219.693,NaN
3,12,73.36100000000079,27171.244,27244.605,NaN
8,14,49.7390000000014,27172.105,27221.844,NaN
8,14,48.83799999999974,27172.173,27221.011,NaN
8,13,70.25599999999758,27173.076,27243.332,NaN
8,12,58.28199999999924,27174.211,27232.493,NaN
8,14,45.63299999999799,27174.378,27220.011,NaN
12,8,58.40599999999904,27175.0,27233.406,NaN
12,10,44.71299999999974,27175.0,27219.713,NaN
8,14,45.66100000000006,27175.01,27220.671,NaN
8,14,57.47899999999936,27175.344,27232.823,NaN
8,12,57.98099999999977,27175.512,27233.493,NaN
3,5,30.385999999998603,27176.055,27206.441,NaN
8,14,61.97899999999936,27176.448,27238.427,NaN
9,5,43.26599999999962,27176.451,27219.717,NaN
13,8,58.31100000000151,27176.728,27235.039,NaN
10,-1,30.157999999999447,27176.837,27206.995,NaN
10,14,35.22999999999956,27176.837,27212.067,NaN
8,14,46.39500000000044,27176.916,27223.311,NaN
3,14,68.2489999999998,27177.787,27246.036,NaN
8,-1,46.3640000000014,27177.984,27224.348,NaN
1,6,52.34599999999773,27178.043,27230.389,NaN
8,-1,54.26900000000023,27178.114,27232.383,NaN
3,12,68.51499999999942,27178.191,27246.706,NaN
8,14,51.40100000000166,27179.014,27230.415,NaN
8,12,55.94599999999991,27179.184,27235.13,NaN
10,13,21.045999999998457,27179.542,27200.588,NaN
8,14,52.89999999999782,27179.683,27232.583,NaN
12,8,55.97100000000137,27180.537,27236.508,NaN
8,14,56.64400000000023,27180.783,27237.427,NaN
8,14,50.87300000000323,27181.082,27231.955,NaN
8,14,53.87100000000282,27181.62,27235.491,NaN
8,10,31.157999999999447,27181.783,27212.941,NaN
12,7,49.06199999999808,27181.841,27230.903,NaN
8,13,63.64600000000064,27182.388,27246.034,NaN
10,14,40.03399999999965,27182.477,27222.511,NaN
8,10,33.69499999999971,27182.551,27216.246,NaN
8,12,55.5480000000025,27182.618,27238.166,NaN
9,-1,33.71600000000035,27182.987,27216.703,NaN
8,14,51.30400000000009,27183.287,27234.591,NaN
8,10,32.68999999999869,27183.587,27216.277,NaN
8,14,57.94499999999971,27183.687,27241.632,NaN
8,10,34.29400000000169,27184.119,27218.413,NaN
8,14,51.96700000000055,27184.356,27236.323,NaN
9,-1,32.88000000000102,27184.859,27217.739,NaN
9,8,68.66800000000148,27184.923,27253.591,NaN
8,14,55.33899999999994,27185.224,27240.563,NaN
10,14,31.82600000000093,27185.245,27217.071,NaN
10,14,37.494000000002416,27185.313,27222.807,NaN
12,6,63.03100000000268,27185.709,27248.74,NaN
8,-1,47.29999999999927,27185.723,27233.023,NaN
10,13,43.83899999999994,27186.113,27229.952,NaN
8,14,53.14099999999962,27186.223,27239.364,NaN
8,14,59.74799999999959,27186.424,27246.172,NaN
8,-1,44.998999999999796,27186.756,27231.755,NaN
10,13,34.45899999999892,27187.113,27221.572,NaN
10,14,29.289999999997235,27187.149,27216.439,NaN
10,-1,23.881000000001222,27187.35,27211.231,NaN
12,8,61.24099999999817,27187.377,27248.618,NaN
10,14,58.155000000002474,27188.281,27246.436,NaN
9,5,40.79899999999907,27188.43,27229.229,NaN
8,14,56.17699999999968,27188.791,27244.968,NaN
8,-1,53.73699999999735,27188.826,27242.563,NaN
12,7,50.56299999999828,27188.882,27239.445,NaN
10,13,42.57099999999991,27189.117,27231.688,NaN
8,12,54.41100000000006,27189.126,27243.537,NaN
9,14,43.927999999999884,27189.327,27233.255,NaN
8,12,61.117999999998574,27189.391,27250.509,NaN
10,13,42.434000000001106,27189.717,27232.151,NaN
8,14,53.10000000000218,27189.795,27242.895,NaN
8,-1,49.33499999999913,27189.828,27239.163,NaN
12,8,42.919999999998254,27190.182,27233.102,NaN
8,14,53.677999999999884,27190.358,27244.036,NaN
14,7,63.84899999999834,27190.879,27254.728,NaN
9,6,34.25,27191.066,27225.316,NaN
10,14,60.05400000000009,27191.154,27251.208,NaN
8,14,48.7029999999977,27191.328,27240.031,NaN
10,14,51.31600000000253,27191.352,27242.668,NaN
8,14,63.9800000000032,27191.527,27255.507,NaN
8,14,54.175999999999476,27192.396,27246.572,NaN
14,7,68.52100000000064,27192.447,27260.968,NaN
10,14,58.18699999999808,27192.789,27250.976,NaN
10,14,58.3179999999993,27193.221,27251.539,NaN
10,13,47.84300000000076,27193.253,27241.096,NaN
10,14,60.190999999998894,27193.453,27253.644,NaN
8,12,61.52100000000064,27193.862,27255.383,NaN
10,12,103.76900000000023,27193.989,27297.758,NaN
1,7,37.427999999999884,27194.375,27231.803,NaN
8,12,56.91500000000087,27194.431,27251.346,NaN
9,7,30.123999999999796,27194.671,27224.795,NaN
13,7,56.91299999999683,27194.848,27251.761,NaN
12,7,48.82999999999811,27194.954,27243.784,NaN
10,14,56.81900000000314,27195.457,27252.276,NaN
9,13,52.22999999999956,27196.138,27248.368,NaN
9,14,55.836999999999534,27196.138,27251.975,NaN
12,7,54.802999999999884,27196.19,27250.993,NaN
12,8,55.40200000000186,27196.19,27251.592,NaN
3,12,75.22999999999956,27196.204,27271.434,NaN
8,12,57.24699999999939,27196.399,27253.646,NaN
